0.000000,1
102.456001,2
206.182007,3
206.341980,4
308.551025,5
308.885986,6
308.987976,7
309.460999,8
411.250000,9
411.440002,10
411.504028,11
411.577026,12
414.093018,13
414.257996,14
414.353027,15
414.463013,16
517.994019,17
518.208984,18
518.471008,19
518.687012,20
518.808960,21
518.901001,22
518.983032,23
519.068970,24
519.162964,25
519.260010,26
519.455994,27
519.609985,28
519.734985,29
519.817993,30
519.942017,31
520.031006,32
622.375000,33
622.588013,34
622.671997,35
622.743042,36
622.821045,37
622.911987,38
623.021973,39
623.103027,40
623.289001,41
623.416992,42
623.525024,43
623.651001,44
623.984985,45
624.098022,46
624.218994,47
624.323975,48
624.422974,49
624.535034,50
624.653992,51
624.832031,52
624.971008,53
625.077026,54
625.191040,55
625.468994,56
625.587036,57
625.903015,58
626.005005,59
626.144043,60
626.250000,61
626.355957,62
626.490967,63
626.610962,64
726.323975,64
726.551025,64
726.631958,64
726.707031,64
726.894043,64
727.033997,64
727.125977,64
727.203979,64
727.271973,64
727.328003,64
727.389038,64
727.443970,64
727.516968,64
727.598022,64
727.656982,64
727.714966,64
727.776978,64
727.833008,64
727.926025,64
728.062012,64
728.141968,64
728.200012,64
728.320007,64
728.407959,64
728.474976,64
728.532959,64
728.604980,64
728.696045,64
729.417969,64
729.536011,64
729.614014,64
729.671997,64
729.729980,64
836.375977,1
942.138000,1
942.455017,2
942.489014,2
942.513000,3
942.536987,3
942.560974,3
942.585022,3
942.608032,4
942.632019,4
942.656006,4
942.700012,5
942.723999,5
942.747009,5
942.770996,5
942.809021,5
942.833008,6
942.859009,6
942.896973,6
942.921997,6
942.945007,6
942.984985,6
943.007996,7
943.031006,7
943.148010,7
943.171997,7
943.195007,7
943.237000,7
943.260986,7
943.286011,8
943.309021,8
943.348022,8
943.372009,8
943.395020,8
943.432983,8
943.457031,8
943.479980,8
943.518982,9
943.544006,9
943.567017,9
943.606018,9
943.630981,9
943.667969,9
943.692993,9
943.718018,9
943.762024,9
943.796997,10
943.822998,10
943.846008,10
943.885986,10
943.909973,10
943.934021,10
943.969971,10
944.056030,10
944.109009,10
944.132996,10
944.156006,11
944.193970,11
944.231018,11
944.270996,11
944.294006,11
944.333984,11
944.356995,11
944.382019,11
944.417969,11
944.455994,11
944.479980,11
1047.545044,12
1047.710938,12
1047.790039,12
1047.865967,12
1048.039062,12
1048.150024,12
1048.225952,12
1048.312012,12
1048.422974,12
1048.514038,12
1048.612061,12
1048.689941,12
1150.908936,13
1151.218994,13
1151.320068,13
1151.505005,13
1151.602051,13
1151.703979,13
1151.780029,13
1151.856934,13
1151.949951,13
1152.164062,13
1152.303955,13
1152.432983,13
1152.557007,14
1254.270020,14
1254.421021,14
1254.505005,14
1254.562012,14
1254.728027,14
1255.009033,14
1255.102051,14
1255.165039,14
1255.254028,14
1255.325928,14
1255.390991,14
1255.480957,14
1255.554932,14
1255.636963,15
1255.749023,15
1357.583984,15
1357.757080,15
1465.135010,1
1571.182007,2
1571.217041,3
1571.240967,4
1571.262939,5
1571.285034,6
1571.306030,7
1571.327026,7
1571.354004,7
1571.393066,7
1571.414062,7
1571.435059,7
1571.456055,7
1571.478027,7
1571.515015,8
1571.550049,8
1571.656006,8
1572.244019,1
1675.573975,2
1675.907959,3
1675.956055,4
1675.994995,4
1676.237061,4
1676.394043,4
1676.546021,5
1676.687012,5
1677.466064,5
1779.801025,5
1779.978027,5
